remoteId;published;modified;Titolo;"Titolo breve";Immagine;"Descrizione breve";Descrizione;"Locandina dell'evento";Inizio;Termine;Orario;Durata;Quando;Dove;lat;lon;address;Informazioni;Destinatari;Target;Costi;Stato;"Parole chiave";Circoscrizione;"Tipologia di evento";"Iniziativa cui fa parte";Associazione;Progressivo;Fonte;Galleria;Telefono;Fax;Email;"Sito web";"Valutazione dell'utente"
7dc66f393a7f4058bbcac024130b1e48;2016-01-20T09:19:47+01:00;2016-01-20T09:20:53+01:00;"Festa dell'uva";;/var/sarnonico/storage/images/territorio/eventi-e-manifestazioni2/festa-dell-uva/19151-1-ita-IT/Festa-dell-uva.jpg;;"La festa dell'uva si svolge dal 1950...";;2016-01-20T20:00:00+01:00;2016-01-21T21:00:00+01:00;;"2 giorni";"20 e 21 gennaio";;0;0;;;;;;;;;"Evento singolo";;;;;;;;;;
