DatLicense,DatURL,DatKeyword,DatPublisher,DatCreator,DatOwner,DatLanguage,DatSize,DatName,DatPublication,DatDescription,DatVersion,DatDomain,DatFileFormat
Apache-2.0 license,https://github.com/christiansassi/knowledge-graph-engineering-project/Phase%203%20-%20Language%20Definition/Language%20spreadsheet.tsv,"sport,facility,event,trentino","Mouez Khelifi, Pietro Bologna, Christian Sassi","Mouez Khelifi, Pietro Bologna, Christian Sassi","Mouez Khelifi, Pietro Bologna, Christian Sassi",english,2.22 KB,Language spreadsheet.tsv,January 2025,Description of all the language used in the Knowledge Graph,1,"sport, facility, event",tsv
