Titolo,Tipo di evento,Date ed orari dell'evento,Descrizione breve,Descrizione completa,Luogo dell'evento,lat,lon,address,Presenti all'evento,Organizzatori,Informazioni sugli organizzatori
Tiramisù 2024,"Evento sportivo,Manifestazione sportiva,Gara / Torneo / Competizione",,Torna la gara alpinistica a coppie più divertente della stagione sulla skiarea Paganella!,"Con gli sci d’alpinismo le coppie dovranno essere legate in salita da un cordino e raggiungere da Andalo località Dosson. Partenza in linea da piazza Dolomiti - Andalo. L’arrivo è al rifugio Dosson per tutti, passando attraverso la pista Olimpionica 1 (D+ 400m).Il rientro a valle con gli sci ai piedi dalle 19.30 alle 23.00 attraverso la pista Cacciatori 1.Premiazioni e pasta party presso il palacongressi di Andalo dalle ore 20.30.",Rifugio Dosson,,,,,Azienda Per Il Turismo Dolomiti Paganella,
