name,startData,endDate,location,lat,lon,organization,guests
Incontro con la Nazionale femminile di Volley del Pakistan,,,Sala comunale ex Galetera,,,,"Alessandra Campedelli, Malika Zartaj Junaid,Barozzi Stefano, Mazzucchi Nicola"
