remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
bcebd9d8351c44ec041257db34b7945c,2024-01-29T16:02:09+01:00,2024-01-29T16:02:09+01:00,Hockey su ghiaccio: Fassa Falcons vs. EHC Lustenau,,Evento sportivo,,,"Campionato di hockey su ghiaccio dell’Alps Hockey League, la lega formata da squadre delle federazioni austriaca, italiana e slovena","Tempo libero
Sport","Segui le partite in casa dei Fassa Falcons, la squadra di hockey su ghiaccio che da anni milita con successo nell’Alps Hockey League. I biancoazzurri, guidati dal capitano Martin Castlunger, sfidano questa sera i giocatori del club austriaco EHC Lustenau. Ingresso: € 12 adulti; € 8 ragazzi fino a 12 anni. Inizio partita alle 20.30 allo Stadio G. Scola di Alba di Canazei.Come da tradizione, la stagione prevede un girone di andata e uno di ritorno con 30 partite per ciascuna delle 16 formazioni in gioco (7 dall'Italia, 7 dall'Austria e 2 dalla Slovenia). Al termine di questa sessione, le prime 6 classificate, già qualificate per i playoff, andranno a formare il Master Round, ricevendo punti bonus in base alla classifica della regular season ed affrontandosi altre due volte per ottenere la migliore posizione di partenza ai quarti di finale dei playoff, previsti dal 5 marzo. Le rimanenti 10 compagini saranno divise in due gironi di qualificazione e, dopo un round robin, le prime due squadre di ciascun gruppo si affronteranno in una serie ;best-of-three; (pre-playoff, dal 27 febbraio al 2 marzo) per i due posti rimanenti nel tabellone dei playoff.Il calendario delle partire potrebbe subire variazioni. Biglietti acquistabili anche online.",,,,"Adulti,Bambini,Famiglie,Giovani",,,,,,,,,,,,"Contatti Ufficio Segreteria, Contratti e Commercio",,,,,,,,,,,0,2,,,,,
3be9cbe15d2d8221f5e06f209f97048b,2024-03-04T09:58:06+01:00,2024-03-04T11:23:15+01:00,26^ edizione del festival DOLOMITI SKI JAZZ - concerto John Scofield “Yankee Go Home”,,Manifestazione artistica,,,Sabato 16 marzo 2024 - ore 21:00 Teatro NAVALGE Moena la 26^ edizione del festival DOLOMITI SKI JAZZ presenta il gruppo del grande chitarrista Star del Jazz mondiale John Scofield “Yankee Go Home”,Tempo libero,"John Scofield è nato in Ohio nel 1951, Dopo un apprendistato nei gruppi di Gerry Mulligan, Chet Baker, Billy Cobham &amp; George Duke, Charles Mingus, Gary Burton e David Liebman, nel 1982 entra a far parte della band di Miles Davis. Da allora la sua carriera non ha conosciuto momenti di arresto, tra le collaborazioni successive spiccano il vertice chitarristico con Pat Metheny e il duraturo sodalizio iniziato nel 1998 con il trio Medeski, Martin &amp; Wood. Decisamente uno dei chitarristi jazz più influenti della Storia del Jazz!“Yankee Go Home” è l’affettuoso titolo che John Scofield ha dato al suo ultimo progetto che affronta un repertorio musicale della sua terra natale. Una band “roots-rock-jazz” che spazia tra i successi americani del rock, del folk e del jazz. In questo progetto Scofield si riconnette con molte delle radici Rock’n’Roll di quando era adolescente, naturalmente colorate dai suoi 50 anni di grande carriera della musica Jazz.  Sarà accompagnato da Jon Cowherd (tastierista con Brian Blade Fellowship e Cassandra Wilson tra gli altri), Vicente Archer (contrabbasso con Robert Glasper, Louis Hayes e Scofield Combo 66 ecc.) Josh Dion (batteria). Nel repertorio troveremo tra gli altri alcuni classici di Neil Young, Stevie Wonder, Grateful Dead, Buddy Holly accanto a perle di Pharoah Sanders e Leonard Bernstein, oltre ad una manciata di brani originali dello stesso Scofield.Ingresso 25 euroI biglietti sono disponibili in prevendita on line:https://www.trentinospettacoli.it/tag_eventi/dolomitiskijazz/",,,,"Adulti,Famiglie,Giovani",,Teatro Navalge,,,,,,"Euro 25,00",,https://www.comune.moena.tn.it/content/download/3286/48935/5/John+Scofield+%E2%80%9CYankee+Go+Home%E2%80%9D+.pdf,,Dolomiti Ski Jazz,,,,,,,,,,,0,2,,,,,
