name,startData,endDate,location,lat,lon,organization,guests
Un sogno a cinque cerchi,13/11/24 20:30,,Teatro parrocchiale di Cembra,46.174051,11.218865,Comunità della Valle di Cembra,"Jessica Tomasi, Enrico Simoni, Michele Pasquazzo, Gianluigi Rosa, Melania Corradini"
