Titolo,Tipo di evento,Date ed orari dell'evento,Descrizione breve,Descrizione completa,Luogo dell'evento,lat,lon,address,Presenti all'evento,Organizzatori,Informazioni sugli organizzatori
"Reading musicale ""Nina Simone: una vita consacrata alla musica""",Evento culturale,,"Reading musicale dedicato alla cantante e musicista Nina Simone, la cui vicenda musicale si intreccia con quella personale di lotta per la difesa delle donne e contro la discriminazione razziale.","Reading musicale dedicato alla cantante e musicista Nina Simone, la cui vicenda musicale si intreccia con quella personale di lotta per la difesa delle donne e contro la discriminazione razziale.Quando 19 aprile 2024Orario 20.30Dove Biblioteca Valle di Cavedine",Biblioteca Valle di Cavedine,,,,,,
