Titolo,Titolo breve,Immagine,Descrizione,Locandina dell'evento,Inizio,Termine,Durata,Quando,Dove,Informazioni,Destinatari,Costi,Stato,Materia,Circoscrizione,Argomento,Tipologia evento,Manifestazione cui fa parte,Associazione,Progressivo,Sottotitolo,Orario,Posizione geografica,Fonte
"Presentazione del libro di Marco Veronese ""Amaro destino""",,var/mezzocorona/storage/images/turismo/calendario-eventi/presentazione-del-libro-di-marco-veronese-amaro-destino/423459-1-ita-IT/Presentazione-del-libro-di-Marco-Veronese-Amaro-destino.jpg|,"Presentazione del libro di Marco Veronese ,Amaro destino,in biblioteca il 5 aprile alle ore 18.00.L’odissea dell’alcoolismo, vista e vissuta con gli occhi di chi è riuscito a conquistarsi, con fatiche e continue sfide, il biglietto di ritorno. L’autore racconta la sua esperienza ventennale nella dipendenza, attraverso una raccolta di poesie crude e dirette che ripercorrono le paure, i dolori, le sconfitte personali ma anche la forza di trovare lentamente una via d’uscita tra mille diffidenze e giudizi. Un percorso di lotta, di sconfitte, di lacerazioni ma anche di rinascita e di riaffermazione.Marco Veronese sta presentando la sua storia in un dialogo aperto con il pubblico fatto di domande e risposte sul tema, al fine di promuovere l’importanza della prevenzione e della corretta informazione su una tematica così delicata.&nbsp,Interverrà Donato Giovannini, Presidente della Sezione ACAT Paganella-Cembra-Rotaliana.Iniziativa in collaborazione con l’assessorato alle attività sociali del Comune di Mezzocorona",,05/04/2024,,,,,,,,,,,,Evento singolo,,,,,,,
