name,address,comune,open_hours,phone_number,website
Centro Pilates e Gyrotonic,"Piazza del Duomo, 30",Trento,"sunday: 06:30 - 21:30, monday: 06:30 - 21:30, tuesday: 06:30 - 21:30, wednesday: 06:30 - 21:30, thursday: 06:30 - 21:30, friday: 06:30 - 21:30, saturday: 06:30 - 21:30",3398683083,
Centro Polisportivo Borgo Valsugana,"Via Giuseppe Gozzer, 52",Borgo Valsugana,"sunday: 09:00 - 21:00, monday: 09:00 - 21:00, tuesday: 09:00 - 21:00, wednesday: 09:00 - 21:00, thursday: 09:00 - 21:00, friday: 09:00 - 21:00, saturday: 09:00 - 21:00",0461753836,
Centro Sportivo Di Trilacum,"Via 12 Settembre, 6",Trento,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",0461866471,
Centro Sportivo M. Zorzi Mattarello,"Via del Capitel, 3",Trento,"tuesday: 08:30 - 12:30 / 14:30 - 17:00, wednesday: 08:30 - 12:30 / 14:30 - 17:00, thursday: 08:30 - 12:30 / 14:30 - 17:00, friday: 08:30 - 12:30 / 14:30 - 17:00, saturday: 08:30 - 12:30",0461959812,
Centro Sportivo Manazzon,"Via Fogazzaro Antonio, 2",Trento,"sunday: 09:00 - 19:00, monday: 09:00 - 13:00",0461924248,
Centro Sportivo Melta,"Via 25 Aprile, 10",Trento,,0461959812,
Centro Sportivo O. Ceschi - Gabbiolo,"Via alla Cros, 10",Trento,,0461959812,
Centro Sportivo Trento Nord Gardolo,"Via IV Novembre, 23/4",Trento,"sunday: 09:00 - 21:00, monday: 09:00 - 21:00, tuesday: 09:00 - 21:00, wednesday: 09:00 - 21:00, thursday: 09:00 - 21:00, friday: 09:00 - 21:00, saturday: 09:00 - 21:00",0461959812,
Centro Universitario Sportivo Trento Ass.Sp.Dilettantistica,"Via delle Regole, 101",Trento,"sunday: 09:00 - 18:00, monday: 09:00 - 13:00, tuesday: 09:00 - 23:00, wednesday: 09:00 - 23:00, thursday: 09:00 - 23:00, friday: 09:00 - 23:00, saturday: 09:00 - 23:00",0461944356,
Circolo Ippico La Roccia,"Localit Pianiza, 33",Trento,"monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00, sunday: 09:00 - 19:00",0461913143,
Circolo Tennis Borgo Assoc.Sport.Dilettantistica,"Piazza Mercato, 12",Borgo Valsugana,"monday: 09:00 - 22:00, tuesday: 09:00 - 22:00, wednesday: 09:00 - 22:00, thursday: 09:00 - 22:00, friday: 09:00 - 22:00, saturday: 09:00 - 22:00, sunday: 09:00 - 22:00",0461753711,
Circolo Tennis Calisio,"Via Pradiscola, 1",Trento,"monday: 09:00 - 23:00, tuesday: 09:00 - 23:00, wednesday: 09:00 - 23:00, thursday: 09:00 - 23:00, friday: 09:00 - 23:00, saturday: 09:00 - 23:00, sunday: 09:00 - 23:00",0461820040,
