name;address;comune;open_hours;phone_number;website
Circolo Tennis Ledro;Localit Besta, 1;Ledro;"""sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00""";3805235139;
Circolo Tennis Torbole;Strada Granda, 67;Nago-Torbole;"""sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00""";3925442873;
Club Ippico San Giorgio;Localit San Giorgio Arco;Arco;"""sunday: 09:00 - 12:00 / 14:00 - 19:00, monday: 09:00 - 12:00 / 14:00 - 19:00, wednesday: 09:00 - 12:00 / 14:00 - 19:00, thursday: 09:00 - 12:00 / 14:00 - 19:00, friday: 09:00 - 12:00 / 14:00 - 19:00, saturday: 09:00 - 12:00 / 14:00 - 19:00""";3484438307;
Comune di Riva del Garda;Piazza Contini Maria, 5;Riva del Garda;"""""";0464520078;
Golf Club Campo Carlo Magno;Via Cima Tosa, 15;Pinzolo;"""sunday: 08:00 - 18:00, monday: 08:00 - 18:00, tuesday: 08:00 - 18:00, wednesday: 08:00 - 18:00, thursday: 08:00 - 18:00, friday: 08:00 - 18:00, saturday: 08:00 - 18:00""";0465440622;
Hotel Maroni;Via Casarino, 1;Ledro;"""sunday: 09:00 - 19:00, monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00""";0464508198;
Maneggio H-Cadr;Via Piave, 84;Ledro;"""""";0464508292;
Markspeed Race di Marchesan Gianni;Via Nambino, 27;Pinzolo;"""""";3356266636;
Palagarda;Via San Tommaso, 69;Riva del Garda;"""""";0464555772 0464554551;
Palazzetto Polifunzionale dello Sport di Molveno;Localit Ischia;Molveno;"""tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00""";0461586978;
Piscina Acquambiez;Localit Promeghin;San Lorenzo Dorsino;"""sunday: 09:00 - 13:00 / 15:00 - 21:00, monday: 09:00 - 13:00 / 15:00 - 21:00, tuesday: 09:00 - 13:00 / 15:00 - 21:00, wednesday: 09:00 - 13:00 / 15:00 - 21:00, thursday: 09:00 - 13:00 / 15:00 - 21:00, friday: 09:00 - 13:00 / 15:00 - 21:00, saturday: 09:00 - 13:00 / 15:00 - 21:00""";0465730082;
Piscina Comunale Arco;Via Legionari Cecoslovacchi, 14;Arco;"""""";0464517000 0464516830;
Piscina Comunale Enrico Meroni;Piazza Contini Maria, 5;Riva del Garda;"""""";0464520078;
Riva S.a.s. di Schneider Wilma e C.;Viale Tigli, 40;Riva del Garda;"""""";3292146937 0464552072;
Salone Dolores di Beltrami Dolores per Lei e per Lui;Via Vittorio Veneto, 4;Pinzolo;"""""";347459619 337459619;
Tennisclinic;Via Belluno, 4;Riva del Garda;"""""";3270808849;
Atletica Alto Garda E Ledro;Via Pomerio, 9;Arco;"""tuesday: 07:00 - 23:59, wednesday: 07:00 - 23:59, thursday: 07:00 - 23:59, friday: 07:00 - 23:59, saturday: 07:00 - 23:59""";0464510346;
Funivie Pinzolo Spa;Via Bolognini, 84;Pinzolo;"""sunday: 08:00 - 12:00 / 14:00 - 17:30, monday: 08:00 - 12:00 / 14:00 - 17:30, tuesday: 08:00 - 12:00 / 14:00 - 17:30, wednesday: 08:00 - 12:00 / 14:00 - 17:30, thursday: 08:00 - 12:00 / 14:00 - 17:30, friday: 08:00 - 12:00 / 14:00 - 17:30, saturday: 08:00 - 12:00 / 14:00 - 17:30""";0465501256;
Scuola Italiana Sci CCM Campiglio;Via Zeledria, 8;Pinzolo;"""sunday: 08:00 - 19:00, monday: 08:00 - 19:00, tuesday: 08:00 - 19:00, wednesday: 08:00 - 19:00, thursday: 08:00 - 19:00, friday: 08:00 - 19:00, saturday: 08:00 - 19:00""";0465443222;
