remoteId,published,modified,Titolo,Eventuale sottotitolo,Identificativo dell'evento,Tipo di evento,Argomenti,Iniziativa di cui fa parte,Tempo di lettura,Descrizione breve,Descrizione completa,Galleria immagini,Video,Destinatari,Informazioni sui destinatari,Luogo dell'evento,Parole chiave,Locandina,Punti di contatto,Date ed orari dell'evento,E' gratuito,Offerta,Allegati,Presenti all'evento,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Organizzatori,Sponsor,Servizio di traduzione curato da,Patrocinio,Valutazione dell'evento,Lingue usate all'evento,Recensione,Indicato per,Numero massimo di posti
f4650856315ffca1e432a28a74ae0208,2023-06-15T14:48:50+02:00,2023-06-15T14:52:11+02:00,Itinerari musicali d'Anaunia 2023,Cori in concerto,,Evento culturale,"Istruzione, cultura e sport
Tempo libero",,,"Cori in concerto: coro voci bianche, coro giovanile, con la partecipazione straordinaria dei bambini e ragazzi della scuola di musica C. Eccher, che hanno aderito al festival internazionale di primavera. Venerdì 16 giugno 2023 ad ore 20.45 presso la Chiesa parrocchiale di San Giorgio a Cis.",,itinerari musicali d'anaunia,,Fasce generali di popolazione,,,,https://www.comunitavaldinon.tn.it/content/download/3465/115568/2/cori+in+concerto.pdf,,,,,,,,,Istruzione,,,,,,,,
