indirizzo,immagine,url,abstract_text,abstract,nome,lon,modifica,link,lat
venerdì 24 dicembre 2021 dalle 15.30 alle 17.30 Per le vie del centro - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/spettacolo28/1752862-2-ita-IT/spettacolo.jpg,https://www.comune.rovereto.tn.it/openpa/object/135248,Spettacolo per bambini,<p>Spettacolo per bambini</p>,Spettacolo per bambini - Natale di Luce a Rovereto,11.04378,2021-12-22,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135248,45.890069
venerdì 24 dicembre 2021 dalle 15.00 alle 17.00 per le vie del distretto della Quercia - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/spettacolo25/1752807-1-ita-IT/spettacolo.jpg,https://www.comune.rovereto.tn.it/openpa/object/135244,Spettacolo itinerante,<p>Spettacolo itinerante</p>,Le Beganate - Natale di Luce a Rovereto,11.04016,2021-12-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135244,45.891976
domenica 19 dicembre 2021 dalle 10.30 alle 12.00 Piazza Malfatti - 38068 Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/natale-di-luce-a-rovereto-nordic-walking2/1750949-1-ita-IT/Natale-di-Luce-a-Rovereto-Nordic-Walking.jpg,https://www.comune.rovereto.tn.it/openpa/object/135160,Winter Nordic - Una “camminata per adulti” con lezione itinerante muniti di bastoni da nordic walking,<p>Winter Nordic - Una “camminata per adulti” con lezione itinerante muniti di bastoni da nordic walking</p>,Natale di Luce a Rovereto - Nordic Walking,11.044713,2021-12-13,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135160,45.887836
domenica 19 dicembre 2021 dalle 9.00 alle 13.00 da Borgo Sacco alle porte di Trambileno - 38068 Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/natale-di-luce-a-rovereto-la-caminada-de-nadal/1750812-2-ita-IT/Natale-di-Luce-a-Rovereto-La-caminada-de-Nadal.jpg,https://www.comune.rovereto.tn.it/openpa/object/135154,Un cammino da realizzare in compagnia. Borgo Sacco - Porte di Trambileno,<p>Un cammino da realizzare in compagnia. Borgo Sacco - Porte di Trambileno</p>,Natale di Luce a Rovereto - La caminada de Nadal,11.018026,2021-12-10,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135154,45.884586
sabato 18 dicembre 2021 dalle 15.30 Per le vie della città - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/spettacolo-itinerante3/1751127-1-ita-IT/spettacolo-itinerante.jpg,https://www.comune.rovereto.tn.it/openpa/object/135170,I Krampus de Poza in Val di Fassa ci faranno rivivere questo antico rituale,<p>I Krampus de Poza in Val di Fassa ci faranno rivivere questo antico rituale</p>,Natale di Luce a Rovereto - I Krampus de Poza,11.041399,2021-12-13,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135170,45.889564
sabato 18 dicembre 2021 dalle 15.00 alle 16.30 Piazza Malfatti - 38068 Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/natale-di-luce-a-rovereto-nordic-walking/1750984-1-ita-IT/Natale-di-Luce-a-Rovereto-Nordic-Walking.jpg,https://www.comune.rovereto.tn.it/openpa/object/135161,Caccia Nordic - Una “caccia foto” al tesoro con bastoni da nordic walking per bambini,<p>Caccia Nordic - Una “caccia foto” al tesoro con bastoni da nordic walking per bambini</p>,Natale di Luce a Rovereto - Nordic Walking,11.044713,2021-12-13,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135161,45.887836
da sabato 18 dicembre 2021 a giovedì 6 gennaio 2022 Inaugurazione 18 dicembre ore 11.30 Museo della Città (Palazzo Sichardt) Via Calcinari - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/mostra-fotografica11/1750777-5-ita-IT/Mostra-fotografica.jpg,https://www.comune.rovereto.tn.it/openpa/object/135153,Concorso e Mostra fotograficaInaugurazione 18 dicembre ore 11.30,<p>Concorso e Mostra fotografica</p><p>Inaugurazione 18 dicembre ore 11.30</p>,Natale di Luce a Rovereto - Zoom sulle luci di Rovereto,11.044607,2021-12-31,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135153,45.886801
sabato 18 e domenica 19 Dicembre 2021 dalle 10.00 alle 19.00 Piazza Rosmini (Palazzo del Bene) e Corso Rosmini,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/mercatino-solidale/1751534-2-ita-IT/mercatino-solidale.png,https://www.comune.rovereto.tn.it/openpa/object/135190, Simpatici Oggetti e idee regalo saranno a disposizione a tutta la cittadinanza.Vi aspettiamo anche quest'anno per il vostro regalo solidale.,"<p>
Simpatici Oggetti e idee regalo saranno a disposizione a tutta la cittadinanza.<br />Vi aspettiamo anche quest'anno per il vostro regalo solidale.</p>",Mercatino di Natale della Croce Rossa Italiana del Trentino,11.043808,2021-12-14,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135190,45.890837
lunedì 13 dicembre 2021 dalle 17.00 alle 18.30 Online su piattaforma Zoom,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/conferenza28/1748558-1-ita-IT/Conferenza.jpg,https://www.comune.rovereto.tn.it/openpa/object/135011,Storie e tradizioni locali per promuovere lo sviluppo motorio e cognitivo dei bambini e delle bambine,<p>Storie e tradizioni locali per promuovere lo sviluppo motorio e cognitivo dei bambini e delle bambine</p>, L’esperienza del giardino di Sant’Osvaldo ,11.045237,2021-11-30,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135011,45.886548
domenica 12 dicembre 2021 dalle 15.30 alle 18.30 per il centro storico della città - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/musica-e-spettacolo/1751197-3-ita-IT/musica-e-spettacolo.jpg,https://www.comune.rovereto.tn.it/openpa/object/135172,Un pomeriggio in musica con la Wind Orchestra,<p>Un pomeriggio in musica con la Wind Orchestra</p>,Wind Orchestra - Natale di Luce a Rovereto,11.041399,2021-12-10,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135172,45.889564
domenica 12 dicembre 2021 dalle 10.30 alle 12.00 Piazza Malfatti - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/escursione-con-bastoni-da-nordic-walking-per-adulti/1750882-2-ita-IT/Escursione-con-bastoni-da-nordic-walking-per-adulti.jpg,https://www.comune.rovereto.tn.it/openpa/object/135156,Winter Nordic - Una “camminata per adulti” con lezione itinerante muniti di bastoni da nordic walking,<p>Winter Nordic - Una “camminata per adulti” con lezione itinerante muniti di bastoni da nordic walking</p>,Nordic Walking - Natale di Luce a Rovereto ,11.044713,2021-12-13,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135156,45.887836
sabato 11 dicembre 2021 dalle 15.00 alle 16.30 Piazza Malfatti - 38068 Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/gioco-intrattenimento-per-bambini/1750847-3-ita-IT/gioco-intrattenimento-per-bambini.jpg,https://www.comune.rovereto.tn.it/openpa/object/135155,Caccia Nordic - Una “caccia foto” al tesoro con bastoni da nordic walking per bambini,<p>Caccia Nordic - Una “caccia foto” al tesoro con bastoni da nordic walking per bambini</p>, Nordic Walking - Natale di Luce a Rovereto ,11.044713,2021-12-10,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135155,45.887836
martedì 7 dicembre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-esperienziale-gratuito10/1746340-1-ita-IT/Webinar-esperienziale-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134904,Prosegue il percorso di Filo di Arianna con un intervento di Isabella Chirico psicopedagogista,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Isabella Chirico</strong> psicopedagogista</p>,"""La gestione delle emozioni: una visione antropologica"" - Filo di Arianna",11.043673,2021-11-22,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134904,45.893237
giovedì 2 dicembre 2021 dalle 21.00 alle 22.00 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-esperienziale-gratuito9/1746305-1-ita-IT/Webinar-esperienziale-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134903,Prosegue il percorso di Filo di Arianna con un intervento di Stefano Manera medico chirurgo e docente,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Stefano Manera</strong> medico chirurgo e docente</p>,"""Cervello-intestino: un legame indissolubile"" - Filo di Arianna",11.043673,2021-11-22,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134903,45.893237
martedì 30 novembre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-esperienziale-gratuito7/1740731-1-ita-IT/Webinar-esperienziale-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134503,Prosegue il percorso di Filo di Arianna con un intervento di Domenico Barillà scrittore e psicoterapeuta,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Domenico Barillà</strong> scrittore e psicoterapeuta</p>,“I Superconnessi. Come la tecnologia influenza le menti dei nostri ragazzi e il nostro rapporto con loro” -  Filo di Arianna,11.043673,2021-11-04,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134503,45.893237
dal 26 novembre 2021 al 6 gennaio 2022 dalle 15.00 alle 19.00 Per le vie della città - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/il-magico-trenino/1748310-1-ita-IT/Il-Magico-Trenino.jpg,https://www.comune.rovereto.tn.it/openpa/object/135000,Il magico trenino ci accompagnerà per tutto il periodo natalizio.,<p>Il magico trenino ci accompagnerà per tutto il periodo natalizio.</p>,Natale di Luce a Rovereto - Il Magico Trenino,11.041399,2021-12-09,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135000,45.889564
dal 29 novembre 2021 al 06 gennaio 2022 dalle 09.00 alle 16.30 Fondazione Opera Campana dei Caduti - Colle di Miravalle -38068 Rovereto ,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/mostra46/1749435-1-ita-IT/mostra.jpg,https://www.comune.rovereto.tn.it/openpa/object/135048," &quot,Presepi contro...&quot, Muky, unartista per la paceLa Fondazione Opera Campana dei Caduti torna ad ospitare la mostra Presepi contro, che ci accompagna attraverso un anno di eventi.","<p>
&quot,Presepi contro...&quot, Muky, unartista per la pace<br />La Fondazione Opera Campana dei Caduti torna ad ospitare la mostra Presepi contro, che ci accompagna attraverso un anno di eventi.</p>","""Presepi Contro..."" di Muky",11.038881,2021-12-30,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/135048,45.873984
domenica 28 novembre 2021 dalle 8.30 alle ore 18 Borgo Santa Caterina a Rovereto 38068 (TN),https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/fiera-di-santa-caterina3/1742967-2-ita-IT/Fiera-di-Santa-Caterina.jpg,https://www.comune.rovereto.tn.it/openpa/object/134686,Tradizionale fiera di Santa Caterina,<p>Tradizionale fiera di Santa Caterina</p>,Fiera di Santa Caterina,11.039526,2021-11-24,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134686,45.889871
venerdì 26 novembre 2021 dalle 18.00 alle 18.30 Lizzana - Parco Pederzini - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/giornata-mondiale-contro-la-violenza-sulle-donne6/1745252-1-ita-IT/Giornata-mondiale-contro-la-violenza-sulle-donne.jpg,https://www.comune.rovereto.tn.it/openpa/object/134796,In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.,<p>In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.</p>,Panchine rosse - Non è il destino,11.027784,2021-11-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134796,45.866106
venerdì 26 novembre 2021 dalle 17.00 e dalle 17.30 Piazzale chiesa S. Martino - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/giornata-mondiale-contro-la-violenza-sulle-donne5/1745217-1-ita-IT/Giornata-mondiale-contro-la-violenza-sulle-donne.jpg,https://www.comune.rovereto.tn.it/openpa/object/134795,In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.,<p>In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.</p>,Panchine rosse - Non è il destino,11.06997,2021-11-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134795,45.883216
venerdì 26 novembre 2021 dalle 14.30 alle 15.00 Piazzale chiesa S. Maria - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/giornata-mondiale-contro-la-violenza-sulle-donne4/1745182-1-ita-IT/Giornata-mondiale-contro-la-violenza-sulle-donne.jpg,https://www.comune.rovereto.tn.it/openpa/object/134794,In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.,<p>In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.</p>,Panchine rosse - Non è il destino,11.041442,2021-11-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134794,45.883784
giovedì 25 novembre 2021 dalle 18.30 alle 19.00 Marco - Parco giochi ex De Bellat - Via San Romedio  38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/giornata-mondiale-contro-la-violenza-sulle-donne3/1745145-1-ita-IT/Giornata-mondiale-contro-la-violenza-sulle-donne.jpg,https://www.comune.rovereto.tn.it/openpa/object/134792,In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.,<p>In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.</p>,Panchine rosse - Non è il destino,11.007324,2021-11-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134792,45.843409
giovedì 25 novembre 2021 dalle 18.00 alle 19.00 Via Rialto incrocio con Via Valbusa Grande - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/incontro77/1744445-1-ita-IT/Incontro.jpg,https://www.comune.rovereto.tn.it/openpa/object/134768,Giornata Mondiale contro la violenza sulle donne,<p>Giornata Mondiale contro la violenza sulle donne</p>,Non è il destino - Mai più violenza,11.044725,2021-11-15,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134768,45.889433
giovedì 25 novembre 2021 P.zza Filzi dalle 11.00 e al Cortile scuola Degasperi di Viale Vittoria dalle 11.45 Piazza Filzi e Cortile Scuola media Degasperi di Viale Vittoria - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/giornata-mondiale-contro-la-violenza-sulle-donne/1745075-1-ita-IT/Giornata-mondiale-contro-la-violenza-sulle-donne.jpg,https://www.comune.rovereto.tn.it/openpa/object/134790,In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.,<p>In occasione della giornata mondiale contro la violenza sulle donne sono stati organizzati degli eventi e incontri che si terranno dal 6 novembre al 10 dicembre 2021.</p>,Panchine rosse - Non è il destino,11.01786,2021-11-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134790,45.884721
martedì 23 novembre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-esperienziale-gratuito6/1740661-1-ita-IT/Webinar-esperienziale-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134501,Prosegue il percorso di Filo di Arianna con un intervento di Luca Antonello operatore della biorisonanza,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Luca Antonello</strong> operatore della biorisonanza</p>,“La biorisonanza: le frequenze di Shumann per riequilibrare l’organismo” -  Filo di Arianna,11.043673,2021-11-04,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134501,45.893237
sabato 20 novembre 2021 dalle 10.00 alle 10.30 e dalle 10.45 alle 11.15 Biblioteca civica Tartarotti - Spazio bambini,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/letture-ad-alta-voce/1742300-1-ita-IT/Letture-ad-alta-voce.jpg,https://www.comune.rovereto.tn.it/openpa/object/134632,Letture ad alta voce per bambini da 1 a 3 anni a cura di Veronica Miorandi.,<p>Letture ad alta voce per bambini da 1 a 3 anni a cura di Veronica Miorandi.</p>,Gira la pagina e… Volo tra astuzia e fantasia!,11.043681,2022-01-26,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134632,45.894049
sabato 20 novembre 2021 dalle 09.00 alle 19.00 Piazza San Marco -  38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/festa-di-san-martino/1743072-3-ita-IT/Festa-di-San-Martino.jpg,https://www.comune.rovereto.tn.it/openpa/object/134689,"Il Distretto San Marco vi invita alla festa di San Martino &quot,Lanterne verso sera&quot,","<p>Il Distretto San Marco vi invita alla festa di San Martino &quot,Lanterne verso sera&quot,</p>",Lanterne verso sera - ‼️‼️attenzione‼️‼️ causa meteo avverso “LANTERNE VERSO SERA” è rinviata a sabato 20 novembre,11.045338,2021-11-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134689,45.888669
venerdì 12 novembre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-esperienziale-gratuito8/1742690-2-ita-IT/Webinar-esperienziale-gratuito.jpg,https://www.comune.rovereto.tn.it/openpa/object/134672,Prosegue il percorso di Filo di Arianna con un intervento di Lilith Francesca Miceli artista e naturopata,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Lilith Francesca Miceli</strong> artista e naturopata</p>,"""Cambiare paradigma: tempo come arte anzichè come denaro"" -  Filo di Arianna",11.043673,2021-11-05,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134672,45.893237
"Mercoledì 10 novembre 2021 Dalle ore 21.00 Sala Filarmonica ""R. Zandonai"", corso A. Rosmini, 86",https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/concerto-delle-opere-realizzate/1742932-1-ita-IT/Concerto-delle-opere-realizzate.png,https://www.comune.rovereto.tn.it/openpa/object/134685,"All’interno della manifestazione “Resistenza e resilienza”  organizzata dall’Associazione Culturale “Piazza del Mondo” di Rovereto, anche quest’anno si svolge “Agorà Forum &amp, Sounds”, incubatore di ricerca creativa dedicato a giovani compositori, consistente in workshop, laboratori, incontri tra i compositori e con interpreti. Il tutto finalizzato alla produzione di nuove opere","<p>All’interno della manifestazione “<strong>Resistenza e resilienza</strong>”  organizzata dall’Associazione Culturale “Piazza del Mondo” di Rovereto, anche quest’anno si svolge “<strong>Agorà Forum &amp, Sounds</strong>”, <strong>incubatore di ricerca creativa </strong>dedicato a giovani compositori, consistente in workshop, laboratori, incontri tra i compositori e con interpreti. Il tutto finalizzato alla <strong>produzione di nuove opere</strong></p>",Agorà Forum & Sounds,11.036561,2021-11-10,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134685,45.89065
martedì 9 novembre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-esperienziale-gratuito4/1740572-1-ita-IT/Webinar-esperienziale-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134498,Prosegue il percorso di Filo di Arianna con un intervento di Stefano Manera medico chirurgo e docente,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Stefano Manera</strong> medico chirurgo e docente</p>,"""L'arte di lasciare andare: traghettare l'anima verso una nuova vita"" -  Filo di Arianna",11.043673,2021-10-28,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134498,45.893237
domenica 7 novembre 2021 dalle 13.30 alle 16.30 Piazza della Pace - Rovereto 38068,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/castagne-e-vin-brule/1742015-1-ita-IT/Castagne-e-vin-brule.jpg,https://www.comune.rovereto.tn.it/openpa/object/134622,Offerta dal Comitato Iniziative Brionein collaborazione con la Circoscrizione Rovereto Nord,<p>Offerta dal Comitato Iniziative Brione</p><p>in collaborazione con la Circoscrizione Rovereto Nord</p>,Ricastagnamo in allegria,11.043363,2021-11-03,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134622,45.903911
sabato 06 novembre 2021 dalle 10.00 alle 1.30 e dalle 11.00 alle 11.30 Biblioteca civica Tartarotti - Spazio bambini,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/letture-animate3/1740498-3-ita-IT/Letture-animate.jpg,https://www.comune.rovereto.tn.it/openpa/object/134494,Letture animate per bambini da 4 a 8 anni con Laura Mirone e Veronica Risatti,<p>Letture animate per bambini da 4 a 8 anni con Laura Mirone e Veronica Risatti</p>,Tempo da lupi,11.043681,2021-10-28,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134494,45.894049
sabato 30 e domenica 31 ottobre 2021 sabato dalle 12.00 alle 20.00 - domenica dalle 10.00 alle 20 Centro storico della città,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/eventi-in-centro2/1738996-1-ita-IT/eventi-in-centro.jpg,https://www.comune.rovereto.tn.it/openpa/object/134364,Nei negozi e bar di Rovereto eventi della notte di Halloween,<p>Nei negozi e bar di Rovereto eventi della notte di Halloween</p>,SHOPPING ASPETTANDO HALLOWEEN,11.044511,2021-10-22,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134364,45.888014
martedì 26 ottobre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-esperienziale-gratuito/1734046-1-ita-IT/Webinar-esperienziale-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134023,Prosegue il percorso di Filo di Arianna con un intervento di Mariangela Brentaro chef e counselor,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Mariangela Brentaro</strong> chef e counselor</p>,"""Cioccolato, un viaggio tra miti e passioni"" -  Filo di Arianna",11.043673,2021-10-01,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134023,45.893237
martedì 19 ottobre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-gratuito3/1734011-1-ita-IT/Webinar-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134022,Prosegue il percorso di Filo di Arianna con un intervento di Francesca Palumbo terapeuta craniosacrale - esperta di mindfulness,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Francesca Palumbo</strong> terapeuta craniosacrale - esperta di mindfulness</p>,"""Il cervello in rete: connessioni tra neuroni, metabolismo ed emozioni"" - Filo di Arianna",11.043673,2021-10-01,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134022,45.893237
venerdì 15 ottobre 2021 dalle 18.00 alle 19.00 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-esperienziale-gratuito2/1733976-3-ita-IT/webinar-esperienziale-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134021,Prosegue il percorso di Filo di Arianna con l'intervento di Francesca Palumbo terapeuta craniosacrale - esperta di mindfulness,<p>Prosegue il percorso di Filo di Arianna con l'intervento di <strong>Francesca Palumbo</strong> terapeuta craniosacrale - esperta di mindfulness</p>,"""Respiro consapevole - Mindfulness based"" - Filo di Arianna",11.043673,2021-10-01,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134021,45.893237
martedì 12 ottobre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-gratuito2/1734081-2-ita-IT/Webinar-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134024,Prosegue il percorso di Filo di Arianna con un intervento di Luciano Marchino Psicoterapeuta - Presidente IPSO,<p>Prosegue il percorso di Filo di Arianna con un intervento di <strong>Luciano Marchino</strong> Psicoterapeuta - Presidente IPSO</p>,"""Il corpo non mente: osservazioni sui caratteri bioenergetici in pandemia"" - Filo di Arianna",11.043673,2021-10-08,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134024,45.893237
Sabato 09 ottobre 2021 Dalle ore 14.30 alle 19.30  Centro città,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/gara-competitiva-di-corsa-su-strada2/1734738-2-ita-IT/Gara-competitiva-di-corsa-su-strada.jpg,https://www.comune.rovereto.tn.it/openpa/object/134070,L'Unione Sportiva Quercia di Rovereto organizza con l’approvazione della F.I.D.A.L. la 73ª edizione del Giro Podistico Internazionale di Rovereto con manifestazione provinciale CSI di corsa su strada.,<p>L'Unione Sportiva Quercia di Rovereto organizza con l’approvazione della F.I.D.A.L. la 73ª edizione del Giro Podistico Internazionale di Rovereto con manifestazione provinciale CSI di corsa su strada.</p>,73° Giro podistico internazionale,11.043781,2021-10-06,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134070,45.89106
il giovedì  Palazzo della Regione 38122 Trento,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/diventare-tutore-volontario/1722168-1-ita-IT/Diventare-tutore-volontario.png,https://www.comune.rovereto.tn.it/openpa/object/133100,corso per tutori,<p>corso per tutori</p>,Avrò cura di te,11.122059,2021-09-10,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133100,46.071725
martedì 5 ottobre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/webinar-gratuito4/1733928-2-ita-IT/Webinar-gratuito.png,https://www.comune.rovereto.tn.it/openpa/object/134015,Prosegue il percorso di Filo di Arianna con un intervento di Maurizio Ferro Monaco Zen - tempio di Fundenji,<p>Prosegue il percorso di Filo di Arianna con un intervento di Maurizio Ferro Monaco Zen - tempio di Fundenji</p>,"""Spiritualità tra Oriente e Occidente: punti di contatto"" - Filo di Arianna",11.043673,2021-10-01,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134015,45.893237
